Real Category,Business Name,Address,City,State,Postal Code,Country,Phone,Latitude,Longitude,Map Link
Toko Bahan Bangunan,Toko Besi Sultan,"Jl. Singgah Mata No.1, Kuta Padang, Kec. Johan Pahlawan, Kabupaten Aceh Barat, Aceh 23681","Kuta Padang, Kec. Johan Pahlawan, Kabupaten Aceh Barat",ACEH,23681.0,Indonesia,,4.1479376,96.1263145,https://maps.google.com/?cid=0x0:0x33c1286e2c254b9a
toko bangunan,Toko Andalas Baru,"Jl. Singgah Mata, Ujong Baroh, Kec. Johan Pahlawan, Kabupaten Aceh Barat, Aceh 23614","Ujong Baroh, Kec. Johan Pahlawan, Kabupaten Aceh Barat",ACEH,23614.0,Indonesia,,4.1463089,96.1277218,https://maps.google.com/?cid=0x0:0x494af719eb047d76
Toko Bahan Bangunan,Toko jaya bangunan,"Jl. Gajah Mada No.307, Drien Rampak, Kec. Johan Pahlawan, Kabupaten Aceh Barat, Aceh 23681","Drien Rampak, Kec. Johan Pahlawan, Kabupaten Aceh Barat",ACEH,23681.0,Indonesia,,4.1517689,96.1329376,https://maps.google.com/?cid=0x0:0xac76063d28f33c51
Toko Bahan Bangunan,Toko REZEKI TAMITA.,"Jl. Singgah Mata, Kuta Padang, Kec. Johan Pahlawan, Kabupaten Aceh Barat, Aceh 23681","Kuta Padang, Kec. Johan Pahlawan, Kabupaten Aceh Barat",ACEH,23681.0,Indonesia,81360012027.0,4.145774,96.1277489,https://maps.google.com/?cid=0x0:0x578bf6444e5de110
Toko Bahan Bangunan,TOKO ARISMA,"44XG+5GJ, Jl. Singgah Mata, Kuta Padang, Kec. Johan Pahlawan, Kabupaten Aceh Barat, Aceh 23681","Jl. Singgah Mata, Kuta Padang, Kec. Johan Pahlawan, Kabupaten Aceh Barat",ACEH,23681.0,Indonesia,,4.1479574,96.1262687,https://maps.google.com/?cid=0x0:0x1f16016d8f44b00
Toko Bahan Bangunan,Indah Jaya. UD,"5498+RGC, Seuneubok, Kec. Johan Pahlawan, Kabupaten Aceh Barat, Aceh 23617","Seuneubok, Kec. Johan Pahlawan, Kabupaten Aceh Barat",ACEH,23617.0,Indonesia,8521542377.0,4.169575,96.116252,https://maps.google.com/?cid=0x0:0xe2dadb013492c278
Toko Bahan Bangunan,Fajar Keramik Toko,"Jl. Singgah Mata No.1, Ujong Baroh, Kec. Johan Pahlawan, Kabupaten Aceh Barat, Aceh 23681","Ujong Baroh, Kec. Johan Pahlawan, Kabupaten Aceh Barat",ACEH,23681.0,Indonesia,6557551192.0,4.147574,96.128297,https://maps.google.com/?cid=0x0:0x7d4f0f6e7c09b2a6
Toko Bahan Bangunan,TokoBahan Bangunan,"82XM+QVP, Unnamed Road, Padang Jawa, Kec. Woyla, Kabupaten Aceh Barat, Aceh 23654","Unnamed Road, Padang Jawa, Kec. Woyla, Kabupaten Aceh Barat",ACEH,23654.0,Indonesia,81361595202.0,4.349456,96.0347072,https://maps.google.com/?cid=0x0:0xec79ac47fe4e1ed1
Toko Bahan Bangunan,Kupula Indah. UD,"546G+626, Seuneubok, Kec. Johan Pahlawan, Kabupaten Aceh Barat, Aceh 23616","Seuneubok, Kec. Johan Pahlawan, Kabupaten Aceh Barat",ACEH,23616.0,Indonesia,85277301937.0,4.160543,96.125003,https://maps.google.com/?cid=0x0:0x8df9ddf4c5ba60d3
Toko Bahan Bangunan,Saudara Baru,"54C9+GFR, Seuneubok, Kec. Johan Pahlawan, Kabupaten Aceh Barat, Aceh 23617","Seuneubok, Kec. Johan Pahlawan, Kabupaten Aceh Barat",ACEH,23617.0,Indonesia,8126962235.0,4.171372,96.118634,https://maps.google.com/?cid=0x0:0xda79fef5b843ebfe
Toko Bahan Bangunan,Toko besi Cahaya Agung,"545C+CW2, Jl. Beringin Jaya, Seuneubok, Kec. Johan Pahlawan, Kabupaten Aceh Barat, Aceh","Kabupaten Aceh Barat, Aceh",ACEH,,Indonesia,,4.1585066,96.1222686,https://maps.google.com/?cid=0x0:0x110391a0b199bcc7
Toko Bahan Bangunan,Toko Kupula 2,"546J+7C4, Drien Rampak, Kec. Johan Pahlawan, Kabupaten Aceh Barat, Aceh 23616","Drien Rampak, Kec. Johan Pahlawan, Kabupaten Aceh Barat",ACEH,23616.0,Indonesia,,4.1606196,96.1310061,https://maps.google.com/?cid=0x0:0xa64144186be40bc0
Toko Bahan Bangunan,Toko Besi MK Lapang,"Jl. Sisingamangaraja No.04-113, Lapang, Kec. Johan Pahlawan, Kabupaten Aceh Barat, Aceh 23611","Lapang, Kec. Johan Pahlawan, Kabupaten Aceh Barat",ACEH,23611.0,Indonesia,81269645488.0,4.1734281,96.136571,https://maps.google.com/?cid=0x0:0xad9070cc8ee98035
Toko Bahan Bangunan,Hidayah Rezeki,"55V4+QFQ, Pasi Jambu, Kec. Kaway XVI, Kabupaten Aceh Barat, Aceh 23681","Pasi Jambu, Kec. Kaway XVI, Kabupaten Aceh Barat",ACEH,23681.0,Indonesia,82299492586.0,4.1944517,96.1562477,https://maps.google.com/?cid=0x0:0x2c3e95d536ea98bb
Toko Bahan Bangunan,Toko Dua Dara,"Jl. Meulaboh-Kuala Bhee, Deuah, Kec. Samatiga, Kabupaten Aceh Barat, Aceh 23652","Deuah, Kec. Samatiga, Kabupaten Aceh Barat",ACEH,23652.0,Indonesia,82275958986.0,4.2559781,96.0638051,https://maps.google.com/?cid=0x0:0xf909c9c8c3353196
Toko Bahan Bangunan,Toko SAUDARA,"6377+586, Jalan nasional Banda Aceh Medan, Cot Darat, Kec. Samatiga, Kabupaten Aceh Barat, Aceh 23652","Jalan nasional Banda Aceh Medan, Cot Darat, Kec. Samatiga, Kabupaten Aceh Barat",ACEH,23652.0,Indonesia,,4.212915,96.0632724,https://maps.google.com/?cid=0x0:0x8429c426c76f848b
Toko Bahan Bangunan,TOKO BANGUNAN HIDAYAH,"85RM+9FC, Padang Sikabu, Kec. Kaway XVI, Kabupaten Aceh Barat, Aceh 23681","Padang Sikabu, Kec. Kaway XVI, Kabupaten Aceh Barat",ACEH,23681.0,Indonesia,85260875358.0,4.3409422,96.1836455,https://maps.google.com/?cid=0x0:0xd9810d90677391d4
Toko Bahan Bangunan,Toko Besi Usaha Riza Famili,"82XM+PRC, Unnamed Road, Padang Jawa, Kec. Woyla, Kabupaten Aceh Barat, Aceh 23654","Unnamed Road, Padang Jawa, Kec. Woyla, Kabupaten Aceh Barat",ACEH,23654.0,Indonesia,81361595202.0,4.3493008,96.0345212,https://maps.google.com/?cid=0x0:0x8de05044474f1df7
Toko Bahan Bangunan,UD Bangun Perdana,"85FM+9W7 gunong meuh, Jl. Geumpang - Tutut, Alue Lhok, Kec. Kaway XVI, Kabupaten Aceh Barat, Aceh 23681","Jl. Geumpang - Tutut, Alue Lhok, Kec. Kaway XVI, Kabupaten Aceh Barat",ACEH,23681.0,Indonesia,,4.3231812,96.1846772,https://maps.google.com/?cid=0x0:0x8a6c03f23f41e57f
Toko Bahan Bangunan,TOKO UD.AIFA,"93P4+5JP, Lueng Tanoh Tho, Kec. Woyla, Kabupaten Aceh Barat, Aceh 23654","Lueng Tanoh Tho, Kec. Woyla, Kabupaten Aceh Barat",ACEH,23654.0,Indonesia,82262406243.0,4.3857898,96.0569074,https://maps.google.com/?cid=0x0:0x7f0a0173c2c4d13b
Toko Bahan Bangunan,Toko Kupula 2,"F533+P34, Alue Kuyuen, Kec. Woyla Tim., Kabupaten Aceh Barat, Aceh","Kabupaten Aceh Barat, Aceh",ACEH,,Indonesia,,4.4542745,96.1526985,https://maps.google.com/?cid=0x0:0x2c052b5533cd9d76
Toko Bahan Bangunan,TB Maju Bersama,"Unnamed Road, Ujong Tanoh Darat, Kec. Meureubo, Kabupaten Aceh Barat, Aceh 23681","Ujong Tanoh Darat, Kec. Meureubo, Kabupaten Aceh Barat",ACEH,23681.0,Indonesia,85200005733.0,4.156017,96.195348,https://maps.google.com/?cid=0x0:0xebaa889879db4116
Toko Bahan Bangunan,Toko Putra Utama,"Jl. Meulaboh - Tapaktuan, Langung, Kec. Meureubo, Kabupaten Aceh Barat, Aceh 23681","Langung, Kec. Meureubo, Kabupaten Aceh Barat",ACEH,23681.0,Indonesia,85359912388.0,4.1385133,96.1632097,https://maps.google.com/?cid=0x0:0x6592da37835287ba
Toko Bahan Bangunan,U.D. Makmur Agung Development,"555V+92X, Ujong Tanoh Darat, Kec. Meureubo, Kabupaten Aceh Barat, Aceh 23681","Ujong Tanoh Darat, Kec. Meureubo, Kabupaten Aceh Barat",ACEH,23681.0,Indonesia,82275620001.0,4.1584969,96.1926225,https://maps.google.com/?cid=0x0:0x2c0569dad8c099e0
toko bangunan,UD damai,"G4FF+253, Jl. Geumpang - Tutut, Tutut, Kec. Sungai MAS, Kabupaten Aceh Barat, Aceh 23683","Jl. Geumpang - Tutut, Tutut, Kec. Sungai MAS, Kabupaten Aceh Barat",ACEH,23683.0,Indonesia,,4.522519,96.122935,https://maps.google.com/?cid=0x0:0x62c44647d3a78a0e
toko bangunan,UD M2,"F22W+V5J, Cot Punti, Aceh, Kabupaten Aceh Barat, Aceh 23654","Cot Punti, Aceh, Kabupaten Aceh Barat",ACEH,23654.0,Indonesia,,4.4522118,96.0454028,https://maps.google.com/?cid=0x0:0x48cb6c5cb0bc0eda
Toko Bahan Bangunan,Wajib Usaha,"Jl. Singgah Mata No.222, Ujung Kalak, Kec. Johan Pahlawan, Kabupaten Aceh Barat, Aceh 23681","Ujung Kalak, Kec. Johan Pahlawan, Kabupaten Aceh Barat",ACEH,23681.0,Indonesia,65149548.0,4.1436353,96.1282236,https://maps.google.com/?cid=0x0:0x3da2938634a22d31
Toko Bahan Bangunan,Berkat Permata. UD,"Jl. Nasional No.157, Ujung Kalak, Kec. Johan Pahlawan, Kabupaten Aceh Barat, Aceh 23681","Ujung Kalak, Kec. Johan Pahlawan, Kabupaten Aceh Barat",ACEH,23681.0,Indonesia,85260318029.0,4.1437119,96.1281351,https://maps.google.com/?cid=0x0:0x4b23e68caba41643
Toko Bahan Bangunan,Sinar Sejati,"Jl. Singgah Mata No.I, Ujong Baroh, Kec. Johan Pahlawan, Kabupaten Aceh Barat, Aceh 23681","Ujong Baroh, Kec. Johan Pahlawan, Kabupaten Aceh Barat",ACEH,23681.0,Indonesia,85260053345.0,4.147317,96.127017,https://maps.google.com/?cid=0x0:0xb7cfb70caf79cacb
Toko Bahan Bangunan,TB.SEJATI,"Jl. Nasional No.35, Kuta Padang, Kec. Johan Pahlawan, Kabupaten Aceh Barat, Aceh 23614","Kuta Padang, Kec. Johan Pahlawan, Kabupaten Aceh Barat",ACEH,23614.0,Indonesia,85261594994.0,4.1440954,96.1280372,https://maps.google.com/?cid=0x0:0xc42fbef98ea136cf
Toko Bahan Bangunan,MR.DIY,"Ruko, Jl. Iskandar Muda No.35, Ujung Kalak, Kec. Johan Pahlawan, Kabupaten Aceh Barat, Aceh 23681","Jl. Iskandar Muda No.35, Ujung Kalak, Kec. Johan Pahlawan, Kabupaten Aceh Barat",ACEH,23681.0,Indonesia,2130022789.0,4.1437875,96.1265049,https://maps.google.com/?cid=0x0:0x9f7299e9f8955858
Toko Bahan Bangunan,GD Baru CM,"543C+QPG, Jl. Singgah Mata II, Kuta Padang, Kec. Johan Pahlawan, Kabupaten Aceh Barat, Aceh","Kabupaten Aceh Barat, Aceh",ACEH,,Indonesia,,4.1544417,96.1218292,https://maps.google.com/?cid=0x0:0x2593d1cde423e1da
Toko Bahan Bangunan,Samurai Paint - Asli Meulaboh,"Jl. Nasional, Ujong Baroh, Kec. Johan Pahlawan, Kabupaten Aceh Barat, Aceh 23681","Ujong Baroh, Kec. Johan Pahlawan, Kabupaten Aceh Barat",ACEH,23681.0,Indonesia,85297887389.0,4.1461476,96.1299891,https://maps.google.com/?cid=0x0:0xd067180e963b80a8
building materials,UD damai,"G4FF+253, Jl. Geumpang - Tutut, Tutut, Kec. Sungai MAS, Kabupaten Aceh Barat, Aceh 23683","Jl. Geumpang - Tutut, Tutut, Kec. Sungai MAS, Kabupaten Aceh Barat",ACEH,23683.0,Indonesia,,4.522519,96.122935,https://maps.google.com/?cid=0x0:0x62c44647d3a78a0e
hardware store,Toko Andalas Baru,"Jl. Singgah Mata, Ujong Baroh, Kec. Johan Pahlawan, Kabupaten Aceh Barat, Aceh 23614","Ujong Baroh, Kec. Johan Pahlawan, Kabupaten Aceh Barat",ACEH,23614.0,Indonesia,,4.1463089,96.1277218,https://maps.google.com/?cid=0x0:0x494af719eb047d76
Toko Bahan Bangunan,Toko BESI SETIA,"44VH+MV3, Jl. Lueng Aneuk Aye, Ujong Baroh, Kec. Johan Pahlawan, Kabupaten Aceh Barat, Aceh 23681","Jl. Lueng Aneuk Aye, Ujong Baroh, Kec. Johan Pahlawan, Kabupaten Aceh Barat",ACEH,23681.0,Indonesia,8126972056.0,4.1441296,96.1296709,https://maps.google.com/?cid=0x0:0x3de71d113dedb909
hardware store,Reinie shop,"85FM+9W7, Jl. Geumpang - Tutut, Alue Lhok, Kec. Kaway XVI, Kabupaten Aceh Barat, Aceh 23681","Jl. Geumpang - Tutut, Alue Lhok, Kec. Kaway XVI, Kabupaten Aceh Barat",ACEH,23681.0,Indonesia,,4.3234559,96.1848786,https://maps.google.com/?cid=0x0:0xea238c86fcf678fa
hardware store,Limazet Jaya,"Jalan Meulaboh-Tutut No.105, Alue Tampak, Kec. Kaway XVI, Kabupaten Aceh Barat, Aceh 23681","Alue Tampak, Kec. Kaway XVI, Kabupaten Aceh Barat",ACEH,23681.0,Indonesia,81377108744.0,4.2090111,96.1569234,https://maps.google.com/?cid=0x0:0xe332fb2470db5083
hardware store,Toko surya,"Sawang Teubee, Kec. Kaway XVI, Kabupaten Aceh Barat, Aceh 23681","Kec. Kaway XVI, Kabupaten Aceh Barat",ACEH,23681.0,Indonesia,,4.3125397,96.1998101,https://maps.google.com/?cid=0x0:0x1989e1dcba098ab
hardware store,Pante Ceureumen,"Kec. Pantai Ceuremen, Kabupaten Aceh Barat, Aceh","Kabupaten Aceh Barat, Aceh",ACEH,,Indonesia,,4.4094535,96.3093164,https://maps.google.com/?cid=0x0:0xf240303722d487ec
Toko Bahan Bangunan,Toko TIGA RODA,"Jl. Singgah Mata jln terminal No.1, Kuta Padang, Kec. Johan Pahlawan, Kabupaten Aceh Barat, Aceh 23614","Kuta Padang, Kec. Johan Pahlawan, Kabupaten Aceh Barat",ACEH,23614.0,Indonesia,82297143561.0,4.1497946,96.1249805,https://maps.google.com/?cid=0x0:0xf11a80b3f946bc24
supermarket bangunan,Toko Andalas Baru,"Jl. Singgah Mata, Ujong Baroh, Kec. Johan Pahlawan, Kabupaten Aceh Barat, Aceh 23614","Ujong Baroh, Kec. Johan Pahlawan, Kabupaten Aceh Barat",ACEH,23614.0,Indonesia,,4.1463089,96.1277218,https://maps.google.com/?cid=0x0:0x494af719eb047d76
Toko Bahan Bangunan,MULTI STEEL,"44XG+P33, Jl. Singgah Mata, Kuta Padang, Kec. Johan Pahlawan, Kabupaten Aceh Barat, Aceh 23612","Jl. Singgah Mata, Kuta Padang, Kec. Johan Pahlawan, Kabupaten Aceh Barat",ACEH,23612.0,Indonesia,,4.149253,96.1251797,https://maps.google.com/?cid=0x0:0x57661d73340adc72
Toko Bahan Bangunan,toko bahan bangunan her,"RQ97+4G3, Blang Makmur, Kec. Kuala Batee, Kabupaten Aceh Barat Daya, Aceh 23764","Blang Makmur, Kec. Kuala Batee, Kabupaten Aceh Barat Daya",ACEH,23764.0,Indonesia,,3.8177648,96.763799,https://maps.google.com/?cid=0x0:0x1d4451bcc2d5b818
Toko Bahan Bangunan,Sebab Jasa,"Jl. H. Ilyas No.2, Meudang Ara, Kecamaten Blang Pidie, Kabupaten Aceh Barat Daya, Aceh 23764","Meudang Ara, Kecamaten Blang Pidie, Kabupaten Aceh Barat Daya",ACEH,23764.0,Indonesia,85260673028.0,3.7397521,96.8336861,https://maps.google.com/?cid=0x0:0xdb22429a34ca01f0
supermarket bangunan,UD damai,"G4FF+253, Jl. Geumpang - Tutut, Tutut, Kec. Sungai MAS, Kabupaten Aceh Barat, Aceh 23683","Jl. Geumpang - Tutut, Tutut, Kec. Sungai MAS, Kabupaten Aceh Barat",ACEH,23683.0,Indonesia,,4.522519,96.122935,https://maps.google.com/?cid=0x0:0x62c44647d3a78a0e
