"Category,Real Category,Business Name,Address,City,State,Postal Code,Country,Phone,Email,Website,Latitude,Longitude,Map Link,Details Link",Category,Real Category,Business Name,Address,City,State,Postal Code,Country,Phone,Email,Website,Latitude,Longitude,Map Link,Details Link
,hotel,hotel,SPOT ON 92000 3m Kost Dan Homestay,"Dk, Lrg. Nusantara Jl. Raya Politeknik No.0, Kairagi Dua, Kec. Mapanget, Kota Manado, Sulawesi Utara 95254","Lrg. Nusantara Jl. Raya Politeknik No.0, Kairagi Dua, Kec. Mapanget, Kota Manado",SULAWESI UTARA,95254.0,Indonesia,02129707601,,,15.056.078,1.248.920.865,https://maps.google.com/?cid=0x0:0x104033d2430ef1ab,
,hotel,hotel,Kost Jelbie Mapanget Manado,"Perumahan poligraya permai, Jl. Kelurahan No.5 Blok J, Buha, Kec. Mapanget, Kota Manado, Sulawesi Utara 95252","Jl. Kelurahan No.5 Blok J, Buha, Kec. Mapanget, Kota Manado",SULAWESI UTARA,95252.0,Indonesia,08114342206,,,15.204.651,1.248.875.165,https://maps.google.com/?cid=0x0:0xa2408612ca24afa7,
,hotel,hotel,SPOT ON 91799 Sosonopan Homestay Near LANTAMAL VIII MANADO,"95127 Ternate Baru, Sulawesi Utara, 95127, Pantai, Kec. Malalayang, Kota Manado, Sulawesi Utara 95128",Ternate Baru,SULAWESI UTARA,95127.0,Indonesia,02129707601,,,14.953.644,1.248.765.913,https://maps.google.com/?cid=0x0:0x4a12259c9d7bcae9,
,hotel,hotel,RedDoorz @ Lapangan Bandara Sam Ratulangi Manado,"Jl. Bandara Sam Ratulangi, Lapangan, Kec. Mapanget, Kota Manado, Sulawesi Utara 95258","Lapangan, Kec. Mapanget, Kota Manado",SULAWESI UTARA,95258.0,Indonesia,"  de 10! Un amor de hombre.>APor el precio tan barato que tiene, los estándares son los adecuados. Si uno requiere de más lujos, hay hoteles un poco más caros que seguramente los cumplan pero este es perfecto para hacer tránsito.>ACuando llegamos, el señor tenía que limpiar la habitación: nos cambió las sábanas y nos puso unas blancas impecables, limpió todo y pudimos disfrutar de una habitación muy bien equipada con TV, aire acondicionado y agua caliente con una ducha con presión perfecta. Hay wifi también pero justamente estaba estropeado esa noche. Sin mencionar la comodidad de la cama!!! Qué más se puede pedir?>AAdemás, está a menos de 5 minutos caminando del aeropuerto.>ASin duda repetiríamos.>AGracias señor por su atención al cliente espectacular!!",,,15.398.556,1.249.208.672,https://maps.google.com/?cid=0x0:0xa804b80b1105f30f,
,hotel,hotel,RedDoorz near Politeknik Manado,"Jl. Raya Politeknik, Kairagi Dua, Kec. Mapanget, Kota Manado, Sulawesi Utara","Kota Manado, Sulawesi Utara",SULAWESI UTARA,,Indonesia,0895417300072,,,151.046,12.489.216,https://maps.google.com/?cid=0x0:0x21dda13307fd3c20,
,hotel,hotel,,,,SULAWESI UTARA,,Indonesia,,,,,,https://maps.google.com/?cid=0x0:0x21dda13307fd3c20%7C/g/11h1r49xhp%7Cen-ID,
,hotel,hotel,OYO 92714 Miracle Kost,"near bandara samratulangi mana, 1, Jl. Delima D No.65, Kima Atas, Manado City, North Sulawesi 95259","1, Jl. Delima D No.65, Kima Atas, Manado City",SULAWESI UTARA,95259.0,Indonesia,02129707601,,,15.407.013,1.248.981.576,https://maps.google.com/?cid=0x0:0x56045fa28b385544,
,hotel,hotel,Royal Inn,"FWH5+F3C, Jl. Raya Manado - Bitung, Watutumou, Kec. Kalawat, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,081212349952,,,1.478.679,1.249.076.534,https://maps.google.com/?cid=0x0:0x11edc420dcefe608,
,hotel,hotel,Kec. Dimembe,"Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,1.528.553,1.249.927.382,https://maps.google.com/?cid=0x0:0x3bd2dc6d44a266a9,
,hotel,hotel,Guest House Bunga Matahari,"CXMF+GCR, Sarongsong II, Kec. Airmadidi, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,081340801189,,,14.338.726,1.249.735.202,https://maps.google.com/?cid=0x0:0x16b7e57071780c2f,
,hotel,hotel,Urbanest Inn Castle Resort,"PXXW+8VW, Tarabitan, Kec. Likupang Bar., Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,17.483.732,1.249.972.093,https://maps.google.com/?cid=0x0:0x8bbd3584e4b0652e,
,hotel,hotel,Sulawesi Utara 95378,"Kalawat, Kec. Kalawat, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,14.588.267,1.249.249.607,https://maps.google.com/?cid=0x0:0xaf9cba431cb376c0,
,hotel,hotel,Sutan Raja Hotel Manado,"Jl. Raya Manado - Bitung, Watutumou, Kec. Kalawat, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,0431818888,,,14.681.564,1.249.196.479,https://maps.google.com/?cid=0x0:0xdaaafba3a19c7589,
,hotel,hotel,,,,SULAWESI UTARA,,Indonesia,,,,,,https://maps.google.com/?cid=0x0:0xdaaafba3a19c7589%7C/g/1vj5xrg0%7Cen-ID,
,hotel,hotel,Uma Villa Manado,"Jl. Ring Road Jaga IX No.KM1, Maumbi, Minahasa Utara, Kota Manado, Sulawesi Utara 95129","Maumbi, Minahasa Utara, Kota Manado",SULAWESI UTARA,95129.0,Indonesia,,,,14.789.318,1.248.897.831,https://maps.google.com/?cid=0x0:0xd2c28a4f5f3a2266,
,hotel,hotel,VICTORIA INN MANADO,"GW33+XCR, Jl. A.A. Maramis, Paniki Bawah, Kec. Mapanget, Kota Manado, Sulawesi Utara 95256","Jl. A.A. Maramis, Paniki Bawah, Kec. Mapanget, Kota Manado",SULAWESI UTARA,95256.0,Indonesia,08114321500,,,15.060.403,1.249.034.907,https://maps.google.com/?cid=0x0:0x1c9408dab9cdc5ba,
,hotel,hotel,,,,SULAWESI UTARA,,Indonesia,,,,,,https://maps.google.com/?cid=0x0:0x1c9408dab9cdc5ba%7C/g/11fk4qfh2z%7Cen-ID,
,hotel,hotel,Novotel Manado Golf Resort  Convention Center,"Jl. A.A. Maramis, Kayuwatu, Kairagi Dua, Kec. Mapanget, Kota Manado, Sulawesi Utara 95254","Kayuwatu, Kairagi Dua, Kec. Mapanget, Kota Manado",SULAWESI UTARA,95254.0,Indonesia,0431818889,,,15.023.543,1.248.955.201,https://maps.google.com/?cid=0x0:0x6b24e5a9f98eaec0,
,hotel,hotel,SPOT ON 91995 Cvictory Inn,"Hermina Hospital, Paniki Atas, Kec. Talawaan, Kabupaten Minahasa Utara, Sulawesi Utara 95378","Paniki Atas, Kec. Talawaan, Kabupaten Minahasa Utara",SULAWESI UTARA,95378.0,Indonesia,02129707601,,,14.971.042,124.922.008,https://maps.google.com/?cid=0x0:0x2b166f4e6f1a3028,
,hotel,hotel,,,,SULAWESI UTARA,,Indonesia,,,,,,https://maps.google.com/?cid=0x0:0x6b24e5a9f98eaec0%7C/g/1tfk1z8h%7Cen-ID,
,hotel,hotel,MY PLACE Kost  Guest House - Manado,"Jl. Parigi 7 No.15, Malalayang Satu, Kec. Malalayang, Kota Manado, Sulawesi Utara 95162","Malalayang Satu, Kec. Malalayang, Kota Manado",SULAWESI UTARA,95162.0,Indonesia,082278595775,,,1.454.658,124.819.839,https://maps.google.com/?cid=0x0:0xb9dcb4b7f66d76fb,
,hotel,hotel,SPOT ON 92000 3m Kost Dan Homestay,"Dk, Lrg. Nusantara Jl. Raya Politeknik No.0, Kairagi Dua, Kec. Mapanget, Kota Manado, Sulawesi Utara 95254","Lrg. Nusantara Jl. Raya Politeknik No.0, Kairagi Dua, Kec. Mapanget, Kota Manado",SULAWESI UTARA,95254.0,Indonesia,02129707601,,,15.056.078,1.248.920.865,https://maps.google.com/?cid=0x0:0x104033d2430ef1ab,
,hotel,hotel,Hotel Transito,"Jl. Walanda Maramis, Kawangkoan, Kec. Kalawat, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,0431892398,,,14.584.253,1.249.334.547,https://maps.google.com/?cid=0x0:0xf2bfcf683ab6ffd8,
,hotel,hotel,Royal Inn,"FWH5+F3C, Jl. Raya Manado - Bitung, Watutumou, Kec. Kalawat, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,081212349952,,,1.478.679,1.249.076.534,https://maps.google.com/?cid=0x0:0x11edc420dcefe608,
,hotel,hotel,MANADIA GUEST HOUSE MAUMBI,"FWJ3+QGP, Maumbi, Kec. Kalawat, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,082196659588,,,14.819.658,1.249.038.323,https://maps.google.com/?cid=0x0:0x2f32dd397b19459,
,hotel,hotel,Kost C' Victory Inn,"Jl. Raya Paniki Atas, Paniki Atas, Kec. Talawaan, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,082194935580,,,14.935.289,12.491.639,https://maps.google.com/?cid=0x0:0x662e7545c57a97e6,
,hotel,hotel,Hotel Elfah Manado,"Jl. Yos Sudarso No.3, Paal Dua, Kec. Paal Dua, Kota Manado, Sulawesi Utara 95111","Paal Dua, Kec. Paal Dua, Kota Manado",SULAWESI UTARA,95111.0,Indonesia,0431840223,,,14.867.416,1.248.599.932,https://maps.google.com/?cid=0x0:0xa4eb31cc5bb7cc31,
,hotel,hotel,Hotel New Angkasa,"Jl. Sugiono No.15, Pinaesaan, Kec. Wenang, Kota Manado, Sulawesi Utara 95122","Pinaesaan, Kec. Wenang, Kota Manado",SULAWESI UTARA,95122.0,Indonesia,,,,14.927.418,1.248.456.406,https://maps.google.com/?cid=0x0:0x581ff431d8c13be1,
,hotel,hotel,JLE'S Hotel,"Kompleks Kanaka, Jl. Walanda Maramis No.101 A, Lingkungan III, Pinaesaan, Kec. Wenang, Kota Manado, Sulawesi Utara 95358","Jl. Walanda Maramis No.101 A, Lingkungan III, Pinaesaan, Kec. Wenang, Kota Manado",SULAWESI UTARA,95358.0,Indonesia,04318806060,,,14.902.255,1.248.462.446,https://maps.google.com/?cid=0x0:0xce6252caff7ae917,
,hotel,hotel,OYO 92644 Onong's Homestay,"Jl. Raya Manado Tomohon No.1, Kinilow, Kec. Wenang, Kota Manado, Sulawesi Utara 95414","Kinilow, Kec. Wenang, Kota Manado",SULAWESI UTARA,95414.0,Indonesia,0817788016,,,147.483,124.842.079,https://maps.google.com/?cid=0x0:0xc7648e1b7f0a413b,
,hotel,hotel,Hotel Jakarta Jaya,"FRWW+X3Q, Jl. Hasanuddin, Sindulang Satu, Kec. Tuminting, Kota Manado, Sulawesi Utara","Kota Manado, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,14.974.702,1.248.452.291,https://maps.google.com/?cid=0x0:0xea8389a63d248de1,
,hotel,hotel,OYO 1540 Carrot House,"Jl. Santo Joseph No.15, Ranotana, Kec. Sario, Kota Manado, Sulawesi Utara","Kota Manado, Sulawesi Utara",SULAWESI UTARA,,Indonesia,02129707601,,,14.615.777,1.248.338.975,https://maps.google.com/?cid=0x0:0xdd2edaf193c66615,
,hotel,hotel,,,,SULAWESI UTARA,,Indonesia,,,,,,https://maps.google.com/?cid=0x0:0xdd2edaf193c66615%7C/g/11cn6f259r%7Cen-ID,
,hotel,hotel,Kec. Kauditan,"Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,13.931.442,125.042.732,https://maps.google.com/?cid=0x0:0x2d255a96bf594260,
,hotel,hotel,RedDoorz @ Wale Christian Minahasa Utara,"92QF+XJ4, Kaima, Kec. Kauditan, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,13.881.621,1.250.248.578,https://maps.google.com/?cid=0x0:0xb3323ff64e677cda,
,hotel,hotel,The Sentra Manado,"Jl. Ir. Soekarno, Maumbi, Kec. Kalawat, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,04317290488,,,14.880.891,1.249.156.242,https://maps.google.com/?cid=0x0:0xab699cffbafa14b0,
,hotel,hotel,,,,SULAWESI UTARA,,Indonesia,,,,,,https://maps.google.com/?cid=0x0:0xdaaafba3a19c7589%7C/g/1vj5xrg0%7Cen-ID,
,hotel,hotel,Minahasa Bed  Breakfast,"Jl. Arnold Mononutu No.575, Lingkungan 12 Airmadidi atas, Kabupaten Minahasa Utara, Sulawesi Utara, Airmadidi Atas, Kec. Airmadidi, Kabupaten Minahasa Utara, Sulawesi Utara 95371","Lingkungan 12 Airmadidi atas, Kabupaten Minahasa Utara, Sulawesi Utara, Airmadidi Atas, Kec. Airmadidi, Kabupaten Minahasa Utara",SULAWESI UTARA,95371.0,Indonesia,081311044644,,,14.151.237,1.249.860.531,https://maps.google.com/?cid=0x0:0xdba3124f9215b34e,
,hotel,hotel,Tountemboan Hotel,"Jl. Sam Ratulangi No.110, Tj. Batu, Kec. Sario, Kota Manado, Sulawesi Utara 95116","Tj. Batu, Kec. Sario, Kota Manado",SULAWESI UTARA,95116.0,Indonesia,0431851117,,,14.674.018,1.248.395.495,https://maps.google.com/?cid=0x0:0x259768f7a36a667b,
,hotel,hotel,Guest House Bunga Matahari,"CXMF+GCR, Sarongsong II, Kec. Airmadidi, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,081340801189,,,14.338.726,1.249.735.202,https://maps.google.com/?cid=0x0:0x16b7e57071780c2f,
,hotel,hotel,Kec. Kema,"Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,13.717.732,1.250.714.941,https://maps.google.com/?cid=0x0:0x9d12383cee2836a3,
,hotel,hotel,NDC Spa  Resort,"GRHQ+RGP, Unnamed Road, Molas, Bunaken, Manado City, North Sulawesi","Kota Manado, Sulawesi Utara",SULAWESI UTARA,,Indonesia,082187493881,,,15.295.892,1.248.388.232,https://maps.google.com/?cid=0x0:0x1815de13c87cd1a0,
,hotel,hotel,Botanica Nature Resort,"F4CH+Q67, Jalan Johan Pinontoan Lingkungan No.1 95533, Danowudu, Ranowulu, Bitung City, North Sulawesi","Kota Bitung, Sulawesi Utara",SULAWESI UTARA,,Indonesia,04382230178,,,14.720.158,1.251.267.471,https://maps.google.com/?cid=0x0:0x53681e8094d5f4db,
,hotel,hotel,,,,SULAWESI UTARA,,Indonesia,,,,,,https://maps.google.com/?cid=0x0:0xabea7cdcf3322073%7C/g/1z3t25z4m%7Cen-ID,
,hotel,hotel,Cocotinos Lembeh - A Boutique Dive Lodge,"Makawidey, Aertembaga, Kota Bitung, Sulawesi Utara","Kota Bitung, Sulawesi Utara",SULAWESI UTARA,,Indonesia,08124308800,,,14.821.607,1.252.371.323,https://maps.google.com/?cid=0x0:0x4a6a230fa47468a2,
,hotel,hotel,Jhoanie Hotel,"Jl. Lkr. Tim., Kakaskasen Tiga, Kec. Tomohon Utara, Kota Tomohon, Sulawesi Utara 95417","Kakaskasen Tiga, Kec. Tomohon Utara, Kota Tomohon",SULAWESI UTARA,95417.0,Indonesia,04313156340,,,13.479.161,1.248.460.703,https://maps.google.com/?cid=0x0:0x1ee06baa494d704f,
,hotel,hotel,Yama Resort Tondano,"Lingkungan VII, Koya, Kec. Tondano Sel., Kabupaten Minahasa, Sulawesi Utara","Kabupaten Minahasa, Sulawesi Utara",SULAWESI UTARA,,Indonesia,081143800842,,,12.756.586,1.248.859.619,https://maps.google.com/?cid=0x0:0x54d9734752aba479,
,hotel,hotel,The Sentra Manado,"Jl. Ir. Soekarno, Maumbi, Kec. Kalawat, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,04317290488,,,14.880.891,1.249.156.242,https://maps.google.com/?cid=0x0:0xab699cffbafa14b0,
,hotel,hotel,Solitude Lembeh Resort,"Desa. Kel. Makawidey, Lingkungan I, RT02, Kec. Air Tembaga, Kota Bitung, Sulawesi Utara 95528","Lingkungan I, RT02, Kec. Air Tembaga, Kota Bitung",SULAWESI UTARA,95528.0,Indonesia,08124466666,,,14.787.442,1.252.343.204,https://maps.google.com/?cid=0x0:0x901936b7c4c4c3c,
,hotel,hotel,Uma Villa Manado,"Jl. Ring Road Jaga IX No.KM1, Maumbi, Minahasa Utara, Kota Manado, Sulawesi Utara 95129","Maumbi, Minahasa Utara, Kota Manado",SULAWESI UTARA,95129.0,Indonesia,,,,14.789.318,1.248.897.831,https://maps.google.com/?cid=0x0:0xd2c28a4f5f3a2266,
,hotel,hotel,favehotel Bitung,"Jl. Sam Ratulangi No.5, Bitung Bar. Dua, Kec. Maesa, Kota Bitung, Sulawesi Utara 95522","Bitung Bar. Dua, Kec. Maesa, Kota Bitung",SULAWESI UTARA,95522.0,Indonesia,04382232233,,,14.446.597,1.251.810.936,https://maps.google.com/?cid=0x0:0xb2a0ae71f97abe3a,
,hotel,hotel,Narwastu Hills Resort,"Jl. Wawo, Matani III, Kec. Tomohon Tengah, Kota Tomohon, Sulawesi Utara 95441","Matani III, Kec. Tomohon Tengah, Kota Tomohon",SULAWESI UTARA,95441.0,Indonesia,081340710722,,,1.302.137,1.248.473.274,https://maps.google.com/?cid=0x0:0xafc15541cac20918,
,hotel,hotel,,,,SULAWESI UTARA,,Indonesia,,,,,,https://maps.google.com/?cid=0x0:0xb2a0ae71f97abe3a%7C/g/11f61q1m6j%7Cen-ID,
,hotel,hotel,Homestay Tangkoko Hill,"Batuputih Bawah, Kec. Ranowulu, Kota Bitung, Sulawesi Utara","Kota Bitung, Sulawesi Utara",SULAWESI UTARA,,Indonesia,081340302444,,,15.667.962,1.251.549.924,https://maps.google.com/?cid=0x0:0x5cc24c4dc929c088,
,hotel,Vila,Hotel Villa Emitta Tomohon,"Jl. Panorama, Kakaskasen, Kec. Tomohon Utara, Kota Tomohon, Sulawesi Utara","Kota Tomohon, Sulawesi Utara",SULAWESI UTARA,,Indonesia,082349911115,,,13.441.517,124.847.988,https://maps.google.com/?cid=0x0:0x80364135466816fd,
,hotel,hotel,Tangkoko Sanctuary Villa  Spa,"Jalan Rata Desa Batuputih, Batuputih Bawah, Kec. Ranowulu, Kota Bitung, Sulawesi Utara 95535","Batuputih Bawah, Kec. Ranowulu, Kota Bitung",SULAWESI UTARA,95535.0,Indonesia,081242724298,,,15.615.523,1.251.534.588,https://maps.google.com/?cid=0x0:0x51f8e742feb6556e,
,hotel,hotel,Wawowow,"7VP2+5Q, Walian, Kec. Tomohon Sel., Kota Tomohon, Sulawesi Utara","Kota Tomohon, Sulawesi Utara",SULAWESI UTARA,,Indonesia,08124307177,,,1.285.302,1.248.519.678,https://maps.google.com/?cid=0x0:0x7427e6d2565b6f63,
,hotel,hotel,Novotel Manado Golf Resort  Convention Center,"Jl. A.A. Maramis, Kayuwatu, Kairagi Dua, Kec. Mapanget, Kota Manado, Sulawesi Utara 95254","Kayuwatu, Kairagi Dua, Kec. Mapanget, Kota Manado",SULAWESI UTARA,95254.0,Indonesia,0431818889,,,15.023.543,1.248.955.201,https://maps.google.com/?cid=0x0:0x6b24e5a9f98eaec0,
,hotel,hotel,,,,SULAWESI UTARA,,Indonesia,,,,,,https://maps.google.com/?cid=0x0:0x6b24e5a9f98eaec0%7C/g/1tfk1z8h%7Cen-ID,
,hotel,hotel,Hotel Sedona Manado,"FQ34+532, Tateli Satu, Kec. Mandolang, Kabupaten Minahasa, Sulawesi Utara","Kabupaten Minahasa, Sulawesi Utara",SULAWESI UTARA,,Indonesia,0431825888,,,14.528.855,1.247.551.556,https://maps.google.com/?cid=0x0:0xaf1c190004937b8a,
