"Category,Real Category,Business Name,Address,City,State,Postal Code,Country,Phone,Email,Website,Latitude,Longitude,Map Link,Details Link",Category,Real Category,Business Name,Address,City,State,Postal Code,Country,Phone,Email,Website,Latitude,Longitude,Map Link,Details Link
,building materials,Pusat Perbelanjaan,Usaha Baru,"FXF9+PWC, Unnamed Road, Matungkas, Dimembe, North Minahasa Regency, North Sulawesi","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,082333339858,,,14.743.245,1.249.697.662,https://maps.google.com/?cid=0x0:0x8b25809c16d4290c,
,building materials,Toko Bahan Bangunan,UD.Murni 2 Dimembe - Toko Material dan Bahan Bangunan,"Samping Lorong Olahraga, Jl. Sukur - Likupang, Jaga V, Kec. Dimembe, Kabupaten Minahasa Utara, Sulawesi Utara 95373","Jl. Sukur - Likupang, Jaga V, Kec. Dimembe, Kabupaten Minahasa Utara",SULAWESI UTARA,95373.0,Indonesia,,,,14.907.004,1.249.758.544,https://maps.google.com/?cid=0x0:0xb183ee6014b14e0b,
,building materials,Toko Bahan Bangunan,CV Sang Jaya,"FXGG+8HF De Premium, Matungkas, Kec. Dimembe, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,085159354388,,,14.758.195,1.249.764.143,https://maps.google.com/?cid=0x0:0x7942d1f762dd8f59,
,building materials,Toko Bahan Bangunan,Kios Devin,"FX9C+FPX, Matungkas, Kec. Dimembe, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,14.686.889,1.249.717.395,https://maps.google.com/?cid=0x0:0x7c2c40fb8a21903e,
,building materials,Toko Bahan Bangunan,Bersinar,"Jl. Raya Manado - Bitung, Maumbi, Kec. Kalawat, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,14.809.633,1.249.044.372,https://maps.google.com/?cid=0x0:0x72672058ff597ce7,
,building materials,Toko Bahan Bangunan,Depo Bangunan Baru,"Airmadidi Atas, Kec. Airmadidi, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,08114667779,,,14.209.652,1.249.858.983,https://maps.google.com/?cid=0x0:0x39d09d0fdcf3ce9a,
,building materials,Toko Bahan Bangunan,Duta Bangunan UD,"HX2X+R8M, Wasian, Kec. Dimembe, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,0431893623,,,15.520.905,1.249.982.821,https://maps.google.com/?cid=0x0:0xf6fcbb9443ad3ce9,
,building materials,Toko Bahan Bangunan,Toko Bangunan Berkat Anugerah,"FXGC+56F, Matungkas, Kec. Dimembe, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,085166903897,,,14.754.432,1.249.705.573,https://maps.google.com/?cid=0x0:0x5392f2726457469d,
,building materials,Toko Bahan Bangunan,DeDo Supermarket,"Jl. Raya Manado - Bitung, Maumbi, Kec. Kalawat, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,082363111170,,,14.783.792,1.249.086.253,https://maps.google.com/?cid=0x0:0x2d4a0393891ebb97,
,building materials,Toko Bahan Bangunan,TOKO BANGUNAN MS,"Dekat matungkas , kec dimembe, Jl. Raya Likupang, Kec. Airmadidi, Sulawesi Utara 95371","kec dimembe, Jl. Raya Likupang, Kec. Airmadidi",SULAWESI UTARA,95371.0,Indonesia,085396672112,,,14.667.282,124.966.547,https://maps.google.com/?cid=0x0:0x56f7823a657be343,
,building materials,Kantor Perusahaan,CV Bangunan Karya Mandiri,"Jl. Trans Sulawesi No.mor 88, Tateli, Kec. Mandolang, Kabupaten Minahasa, Sulawesi Utara 95661","Tateli, Kec. Mandolang, Kabupaten Minahasa",SULAWESI UTARA,95661.0,Indonesia,081389898887,,,14.418.019,1.247.530.328,https://maps.google.com/?cid=0x0:0x8c3a90a3b9407031,
,building materials,Toko Bahan Bangunan,TB.MERIBA (Toko Bangunan),"7WX6+4XP, Taler, Tondano Tim., Kabupaten Minahasa, Sulawesi Utara","Kabupaten Minahasa, Sulawesi Utara",SULAWESI UTARA,,Indonesia,085696259199,,,12.978.375,1.249.124.531,https://maps.google.com/?cid=0x0:0x92ba361f80294412,
,building materials,Toko Bahan Bangunan,Toko Sumber Bangunan Pineleng,"CRGQ+VCG, Jl. Raya Manado Tomohon, Pineleng I, Kec. Pineleng, Kabupaten Minahasa, Sulawesi Utara","Kabupaten Minahasa, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,14.271.958,1.248.385.828,https://maps.google.com/?cid=0x0:0x5bfd3a32058d5029,
,building materials,Toko Bahan Bangunan,TOKO SURYA JAYA,"Matungkas, Kec. Dimembe, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,085761113781,,,14.753.625,1.249.663.016,https://maps.google.com/?cid=0x0:0xeb72aa0f66a8a80b,
,building materials,building materials,Kec. Dimembe,"Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,1.528.553,1.249.927.382,https://maps.google.com/?cid=0x0:0x3bd2dc6d44a266a9,
,building materials,Toko Bahan Bangunan,RR Hollowbrick,"FX85+9WC, Jl. Ir. Soekarno, Matungkas, Kec. Dimembe, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,0815237998888,,,14.650.694,1.249.592.622,https://maps.google.com/?cid=0x0:0xb9ec96033c8f53e4,
,building materials,Toko Bahan Bangunan,Matungkas Jaya (Toko Bangunan),"FXGC+67C, Jl. Sukur - Likupang, Matungkas, Kec. Dimembe, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,082333344765,,,14.755.556,1.249.706.543,https://maps.google.com/?cid=0x0:0x9356ce9cff86f7f2,
,building materials,building materials,Toko Bangunan UD. Gloria - MINUT,"Jl. Soekarno No.D-291, Sarongsong II, Kec. Dimembe, Kabupaten Minahasa Utara, Sulawesi Utara 95371","Sarongsong II, Kec. Dimembe, Kabupaten Minahasa Utara",SULAWESI UTARA,95371.0,Indonesia,081350408451,,,14.610.777,1.249.672.777,https://maps.google.com/?cid=0x0:0xd53f015364e010f4,
,building materials,Toko Bahan Bangunan,Toko Tuama RR,"FXGC+676 Jaga 7, Matungkas, Kec. Dimembe, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,14.755.297,1.249.706.454,https://maps.google.com/?cid=0x0:0xf70291edba8cd4ca,
,building materials,Toko Bahan Bangunan,Toko Bangunan Malak Matungkas,"FXC9+636, Matungkas Jaga X, Kec. Dimembe, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,081356833133,,,14.705.375,1.249.676.406,https://maps.google.com/?cid=0x0:0x1c9d1d8d885ff988,
,building materials,Toko Bahan Bangunan,UD. MURNI 2,"UD.Murni2, Gg. Jaga V Lorong Olahraga No.Samping, Kolongan, Kec. Dimembe, Kabupaten Minahasa Utara, Sulawesi Utara 95373","Gg. Jaga V Lorong Olahraga No.Samping, Kolongan, Kec. Dimembe, Kabupaten Minahasa Utara",SULAWESI UTARA,95373.0,Indonesia,082188475346,,,15.269.921,1.249.531.104,https://maps.google.com/?cid=0x0:0x39f4b15d38daf19e,
,building materials,Grosir,Toko Samudra,"HX3X+HF6, Jl. Sukur - Likupang, Wasian, Kec. Dimembe, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,15.539.114,1.249.986.522,https://maps.google.com/?cid=0x0:0x7a6ca99e7558105b,
,building materials,Toko Perlengkapan Rumah,Toko calista,"Jl. Sukur - Likupang, Wasian, Kec. Dimembe, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,085340002225,,,15.573.416,1.249.992.117,https://maps.google.com/?cid=0x0:0x1699510a19e62861,
,building materials,Toko Bahan Bangunan,Toko Elgio,"G325+5H6 jaga 6, Klabat, Kec. Dimembe, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,15.004.081,1.250.588.788,https://maps.google.com/?cid=0x0:0x91b8dd84ce8d44aa,
,building materials,Toko Bahan Bangunan,Toko Bintang Klabat Pusat Baja Ringan,"Matungkas, Kec. Dimembe, Kabupaten Minahasa Utara, Sulawesi Utara 95373","Kec. Dimembe, Kabupaten Minahasa Utara",SULAWESI UTARA,95373.0,Indonesia,082396732432,,,14.691.659,1.249.672.677,https://maps.google.com/?cid=0x0:0xf7a7af35aeb789b7,
,building materials,Pusat Perbelanjaan,UD Diareta,"GXFQ+MWR, Jl. Sukur - Likupang, Warukapas, Kec. Dimembe, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,085298625599,,,15.242.496,1.249.897.575,https://maps.google.com/?cid=0x0:0xf0abc32cc10421a4,
,building materials,Toko Bahan Bangunan,Toko Welko,"Tatelu Rondor, Jaga 1, Kabupaten Minahasa Utara, Sulawesi Utara 95373","Jaga 1, Kabupaten Minahasa Utara",SULAWESI UTARA,95373.0,Indonesia,082191185558,,,15.418.466,1.249.971.313,https://maps.google.com/?cid=0x0:0xda9ee7149f71f005,
,building materials,Pasar bahan bangunan,Toko Kolongan Jaya,"FW8G+69M, Jl. Raya Manado - Bitung, Kolongan, Kec. Kalawat, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,085240515970,,,1.465.596,1.249.259.371,https://maps.google.com/?cid=0x0:0x7f97f6ae08991b58,
,building materials,Toko Bahan Bangunan,Toko sumber terang,"Jl. Ir. Soekarno No.88, Kolongan Tetempangan, Kec. Kalawat, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,089698079913,,,14.764.815,1.249.366.244,https://maps.google.com/?cid=0x0:0x804c90914228033c,
,building materials,Pemasok Bahan Bangunan,Hollow Brick Prima Watutumou,"FW98+774, Watutumou II, Kec. Kalawat, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,085341734392,,,14.681.253,1.249.157.027,https://maps.google.com/?cid=0x0:0x15e6758db4ee89ff,
,building materials,Pasar bahan bangunan,Toko Kolongan Jaya,"FW8G+69M, Jl. Raya Manado - Bitung, Kolongan, Kec. Kalawat, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,085240515970,,,1.465.596,1.249.259.371,https://maps.google.com/?cid=0x0:0x7f97f6ae08991b58,
,building materials,Toko Bahan Bangunan,Bersinar,"Jl. Raya Manado - Bitung, Maumbi, Kec. Kalawat, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,14.809.633,1.249.044.372,https://maps.google.com/?cid=0x0:0x72672058ff597ce7,
,building materials,Kios,Toko Bangunan dan Sembako,"FW88+HJJ, Watutumou II, Kec. Kalawat, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,087773953145,,,14.664.691,1.249.165.212,https://maps.google.com/?cid=0x0:0x21990419e38de381,
,building materials,Toko bahan makanan,Kel.Malendes.Tumpia (bule/rinto),"Kolongan, Kec. Kalawat, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,089612231389,,,1.450.796,1.249.422.676,https://maps.google.com/?cid=0x0:0xaae9bb0e7f8f1704,
,building materials,Toko Bahan Bangunan,HollowBrick Novel,"Watutumou II, Kec. Kalawat, Manado, Sulawesi Utara 95378","Kec. Kalawat, Manado",SULAWESI UTARA,95378.0,Indonesia,085929645068,,,14.715.637,1.249.173.241,https://maps.google.com/?cid=0x0:0xfdc222aaabc8d452,
,building materials,Toko Bahan Bangunan,TK SUMBER JAYA,"FW8F+MW6, Jl. Raya Manado - Bitung, Kolongan Tetempangan, Kec. Kalawat, Kabupaten Minahasa Utara, Sulawesi Utara 95370","Jl. Raya Manado - Bitung, Kolongan Tetempangan, Kec. Kalawat, Kabupaten Minahasa Utara",SULAWESI UTARA,95370.0,Indonesia,,,,14.666.655,1.249.247.748,https://maps.google.com/?cid=0x0:0x54f2c34ab9d56f79,
,building materials,Toko Bahan Bangunan,sumber alam,"FWF5+QW2, Watutumou, Kec. Kalawat, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,14.743.901,1.249.097.798,https://maps.google.com/?cid=0x0:0xb63c1f1017ce4433,
,building materials,Pemasok kayu,Somil Om texen Maumbi,"FWJ5+JQ4, Jl. Raya Paniki Atas, Maumbi, Kec. Kalawat, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,087754132793,,,14.815.046,124.909.466,https://maps.google.com/?cid=0x0:0xac1803d1c069e917,
,building materials,Toko Bahan Bangunan,Depo Bangunan Baru,"Airmadidi Atas, Kec. Airmadidi, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,08114667779,,,14.209.652,1.249.858.983,https://maps.google.com/?cid=0x0:0x39d09d0fdcf3ce9a,
,building materials,Toko Bahan Bangunan,DeDo Supermarket,"Jl. Raya Manado - Bitung, Maumbi, Kec. Kalawat, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,082363111170,,,14.783.792,1.249.086.253,https://maps.google.com/?cid=0x0:0x2d4a0393891ebb97,
,building materials,Toko Bahan Bangunan,SULINDO BANGUNAN,"Jl. A.A. Maramis, Kairagi Dua, Kec. Mapanget, Kota Manado, Sulawesi Utara","Kota Manado, Sulawesi Utara",SULAWESI UTARA,,Indonesia,081340160552,,,14.981.172,1.248.875.725,https://maps.google.com/?cid=0x0:0xe98de942febc1f6f,
,building materials,Toko,Tk.Maumbi Jaya,"FWC8+WJ9, Watutumou II, Kec. Kalawat, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,14.722.837,1.249.166.076,https://maps.google.com/?cid=0x0:0x568a8aabca453fb6,
,building materials,Toko Bahan Bangunan,Toko Bangunan Chiko Matungkas,"FXF9+7QQ, Jl. Sukur - Likupang, Matungkas, Kec. Dimembe, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,085340940004,,,14.732.046,1.249.694.978,https://maps.google.com/?cid=0x0:0xb10a524c66bf6d30,
,building materials,building materials,Kec. Kauditan,"Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,13.931.442,125.042.732,https://maps.google.com/?cid=0x0:0x2d255a96bf594260,
,building materials,Toko Bahan Bangunan,Kios IMANUEL,"desa, Kauditan II, Kec. Kauditan, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,082193319910,,,13.910.229,1.250.480.414,https://maps.google.com/?cid=0x0:0x1a0fb236dec656af,
,building materials,Agen Tenaga Kerja,PT MANADO BERKAH SEJATI,"Jl. Raya Manado - Bitung, Watudambo Dua, Kec. Kauditan, Kabupaten Minahasa Utara, Sulawesi Utara 95372","Watudambo Dua, Kec. Kauditan, Kabupaten Minahasa Utara",SULAWESI UTARA,95372.0,Indonesia,08114349080,,,14.067.468,1.250.730.119,https://maps.google.com/?cid=0x0:0xfe617a32e3864c80,
,building materials,Toko Bahan Bangunan,Batako KINORKOR,"92RR+56Q, Kawiley, Kec. Kauditan, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,085240128612,,,13.904.617,1.250.406.034,https://maps.google.com/?cid=0x0:0xa758ea5d29d8dddd,
,building materials,Toko Bahan Bangunan,UD BYU tatalaksana jual holowbrik,"C35J+Q43, Jl. Raya Manado - Bitung, Watudambo Dua, Kec. Matuari, Kota Bitung, Sulawesi Utara","Kota Bitung, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,14.093.822,1.250.802.828,https://maps.google.com/?cid=0x0:0x1ef84469adee1112,
,building materials,Pusat Perbelanjaan,Tk El Jaya,"93W2+XG4, Unnamed Road, Kauditan I, Kec. Kauditan, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,13.973.834,1.250.513.306,https://maps.google.com/?cid=0x0:0xdf9f22b8961d5f4e,
,building materials,Toko Perlengkapan Rumah,Tb El Jaya,"jl.trans Jl. Raya Manado - Bitung No.99, Kauditan II, Kec. Airmadidi, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,085240669235,,,13.974.047,1.250.512.824,https://maps.google.com/?cid=0x0:0xee0a9317a6c72e59,
,building materials,Toko Bahan Bangunan,UD. Klabat Indah,"Jl. Ir. Soekarno, Jalur Dua, Kec. Airmadidi, Kabupaten Minahasa Utara, Sulawesi Utara 95371","Jalur Dua, Kec. Airmadidi, Kabupaten Minahasa Utara",SULAWESI UTARA,95371.0,Indonesia,,,,14.288.105,1.249.870.974,https://maps.google.com/?cid=0x0:0x4e1cd39a663a68b5,
,building materials,Toko Bahan Bangunan,Depo Bangunan Baru,"Airmadidi Atas, Kec. Airmadidi, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,08114667779,,,14.209.652,1.249.858.983,https://maps.google.com/?cid=0x0:0x39d09d0fdcf3ce9a,
,building materials,Toko bahan makanan,Bless mart,"CX7X+3X6, Unnamed Road, Tumaluntung, Kec. Kauditan, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,14.126.746,1.249.998.951,https://maps.google.com/?cid=0x0:0x8c1c8c778b2380e3,
,building materials,Toko Bahan Bangunan,Jual hollow brick padat,"9XW8+8FM, Jl. Sawangan, Sawangan, Kec. Airmadidi, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,08114311305,,,13.958.453,1.249.661.649,https://maps.google.com/?cid=0x0:0xf60ba3bec17ae380,
,building materials,Laboratorium,BlessPray Material,"C232+2W5, Paslaten, Kec. Kauditan, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,14.026.186,125.002.366,https://maps.google.com/?cid=0x0:0x86f46181babbf566,
,building materials,Toko Bahan Bangunan,"Toko Bahan Bangunan Deandre""""","CXFR+3RH, Unnamed Road, Airmadidi Atas, Kec. Airmadidi, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,14.226.814,1.249.920.987,https://maps.google.com/?cid=0x0:0xae28e79f39bf6c0a,
,building materials,building materials,Toko Bangunan UD. Gloria - MINUT,"Jl. Soekarno No.D-291, Sarongsong II, Kec. Dimembe, Kabupaten Minahasa Utara, Sulawesi Utara 95371","Sarongsong II, Kec. Dimembe, Kabupaten Minahasa Utara",SULAWESI UTARA,95371.0,Indonesia,081350408451,,,14.610.777,1.249.672.777,https://maps.google.com/?cid=0x0:0xd53f015364e010f4,
,building materials,Toko Bahan Bangunan,"UD. WENANG PERKASA - Building Material, Tools  Hardware","Jl. Adipura Raya, Kima Atas, Kec. Mapanget, Kota Manado, Sulawesi Utara","Kota Manado, Sulawesi Utara",SULAWESI UTARA,,Indonesia,082188228866,,,15.402.988,1.249.127.666,https://maps.google.com/?cid=0x0:0x162cd36145df143,
,building materials,Toko Bahan Bangunan,"Cipta Sarana, Sukur, Airmadidi","Jl. Raya Manado - Bitung, Sukur, Kec. Airmadidi, Kabupaten Minahasa Utara, Sulawesi Utara","Kabupaten Minahasa Utara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,14.476.341,1.249.596.084,https://maps.google.com/?cid=0x0:0x666bbfc04e00e06c,
